	515rcbc257	515rcbc255	515rcbc247	515rcbc263	515rcbc479	515rcbc267	515rcbc454	515rcbc496	515rcbc484	515rcbc264	515rcbc239	515rcbc495	515rcbc243	515rcbc254	515rcbc271	515rcbc464	515rcbc240	515rcbc472	515rcbc259	515rcbc265	515rcbc249	515rcbc256	515rcbc251	515rcbc466	515rcbc470	515rcbc245	515rcbc269	515rcbc457	515rcbc471	515rcbc262	515rcbc478	515rcbc465	515rcbc253	515rcbc242	515rcbc467	515rcbc268	515rcbc261	515rcbc461	515rcbc493	515rcbc252	515rcbc241	515rcbc480	515rcbc482	515rcbc456	515rcbc250	515rcbc266	515rcbc462	515rcbc244	515rcbc248	515rcbc270	515rcbc258	515rcbc483	515rcbc477	515rcbc458
515rcbc257	0.0	0.10304972968768947	0.10561212654256578	0.2178137937974857	0.2934209678414425	0.10599287297717125	0.34993986165182767	0.18691103927077649	0.08796195939920644	0.2844382705689366	0.18577950438680182	0.2027753836224502	0.18182783533552274	0.10880707493299345	0.16813654293816063	0.18716193137149542	0.12496157478473952	0.15348774001791696	0.13101410148445694	0.12177425601101205	0.08810472373263815	0.12086664360896844	0.1465646345557714	0.2644109411678131	0.168905261879934	0.15960691451689507	0.24136902169310331	0.24208822488271686	0.15278660825170684	0.12869198605854054	0.14699162510617675	0.17253257336269165	0.26685537620708527	0.1904529655859457	0.16344503219698658	0.22922065107103531	0.10406839646735538	0.18082163818021751	0.14773608628953858	0.07426766465604286	0.1924660288306258	0.19365054887948327	0.387175764460462	0.27648406778764995	0.13471572775197116	0.21064355998641765	0.24166506043739136	0.27132695851910876	0.1760720575603207	0.18816195567326502	0.09940124817872145	0.10547568844640054	0.1834163319206126	0.23392413397215173
515rcbc255	0.10304972968768947	0.0	0.1717932357963136	0.20631867984903834	0.24497764637593386	0.18910793744481663	0.3468900841965616	0.2660056215554527	0.13822353044206226	0.2536800201267261	0.19845358512004208	0.27535030532970206	0.16026410518645035	0.0806102579510412	0.22485888581705685	0.2755334311102454	0.1638605067531745	0.2164828789762095	0.1756631421622951	0.17829135914886154	0.13631005793746045	0.16814831911238187	0.11848690216295825	0.34763791714936837	0.1761801907163617	0.23394139455128998	0.2350789696117504	0.24712236460407785	0.182577040670305	0.17556552616148144	0.15893784601713531	0.2623975426907741	0.18186037066490449	0.14025850663619202	0.18055263436996688	0.295480088550543	0.1806008424193503	0.26184522405330773	0.20391704700626526	0.1377158214734109	0.21979563485238968	0.1734229110792949	0.3172063537793201	0.2831277165948159	0.21466861160363193	0.2912636471322227	0.3250604036024287	0.22254306345634853	0.22248891622920353	0.2039711995660777	0.17348632007210796	0.11867836222706846	0.18497929064196172	0.3195790619825416
515rcbc247	0.10561212654256578	0.1717932357963136	0.0	0.21551003073519975	0.3237638871028118	0.09347827220958888	0.3749394755399069	0.1819106297415622	0.12198051323724636	0.29235743325152236	0.20627389631592047	0.214650675429935	0.18603119776727065	0.1438308724793173	0.17728160071001456	0.16568242006036912	0.149027619134017	0.11641813955766285	0.13764395355576337	0.09282518591212935	0.07683331619472716	0.06812027488407281	0.17870263725905117	0.22311078980473076	0.19543457331711994	0.10252041473794163	0.2757351675080554	0.26968992487457133	0.11206144987141232	0.13672242701240656	0.18272122859249573	0.1554524281519792	0.2740191661255782	0.18449056617404636	0.19317743490557052	0.17080490764894035	0.09232684796570388	0.15477010319239284	0.17143563746779028	0.10285691303400198	0.23575535390732236	0.2222930692327682	0.40504225177425385	0.3123178107507103	0.1084560388942096	0.16640396957941844	0.20015315289245839	0.2924157933671552	0.14619217021264364	0.20580723575373622	0.10793522254628944	0.1388805097369274	0.22004112476877782	0.20240368341007856
515rcbc263	0.2178137937974857	0.20631867984903834	0.21551003073519975	0.0	0.15049810169059252	0.24233646751456905	0.22075794165459142	0.3329309651077086	0.21190071127230542	0.11858785478810252	0.10495894885767179	0.3443598368988142	0.12074805122410226	0.2225710113278029	0.29375400151085446	0.31999581839067065	0.14242059352986416	0.26504535914545696	0.3054455671908785	0.19969582897154334	0.21610326299746008	0.24179181186038395	0.27081910017451327	0.3594346756220814	0.2074038683849999	0.25021675449117337	0.23388429141460113	0.1531275905032168	0.22535168473945297	0.30744092294691333	0.2004902152693283	0.31481737424882633	0.2918016030031679	0.19356188844654484	0.22827695024954575	0.3124778657281947	0.25627497827227286	0.3038496473619496	0.27599521302874963	0.27503886543095607	0.1282001355160801	0.17230559459101868	0.3631208392818854	0.18204719783673393	0.19878834048029045	0.30578303365166654	0.33845096650740625	0.21375957911435414	0.22533637571049767	0.26852886464722275	0.2818715041290318	0.16333877180507284	0.16994269700302483	0.35423330711238926
515rcbc479	0.2934209678414425	0.24497764637593386	0.3237638871028118	0.15049810169059252	0.0	0.3562897890908401	0.2949781070232591	0.4527243197342284	0.2417675265416102	0.1383700849464003	0.20784834209212785	0.4643819039875704	0.21045814257165132	0.29437231034064515	0.4105827556404581	0.4408089762726734	0.2564453848640859	0.36267112371223126	0.33684216527942323	0.31788740540157207	0.31898934409613794	0.3197112691808357	0.291965039424157	0.45573093096569356	0.3005818325827197	0.36499674248177066	0.32284602919885474	0.2411730996905692	0.32274647043336036	0.33601029846130787	0.3108004843277049	0.43320575253661925	0.2841167254999198	0.2685266811143417	0.32062934433880236	0.41921180959283255	0.35588291263476385	0.4246344813018666	0.37638983591189534	0.3422434558384096	0.24231114577331492	0.13549181599126525	0.23168686633185484	0.2592441043365381	0.313254360535591	0.4269211039969103	0.43998594536617447	0.23594911241979535	0.2902423813960817	0.3826521388248191	0.35398425426382296	0.2085524010902219	0.2731803654391811	0.4760408192563154
515rcbc267	0.10599287297717125	0.18910793744481663	0.09347827220958888	0.24233646751456905	0.3562897890908401	0.0	0.3255123516185844	0.11699532252501964	0.14753831361628936	0.33440359442292156	0.22044695297606465	0.1526858299261373	0.2270530781387088	0.17706043308529124	0.11995168534703708	0.12571211361852974	0.13384758326554552	0.09269007279967922	0.16916264279820745	0.08587138665639964	0.11026710481800281	0.12464990872321803	0.23229695587581062	0.20616305963942497	0.13257555286279576	0.13092840892784896	0.21884184944163043	0.2013946439435691	0.10787347679581369	0.16787442165404637	0.125900609493223	0.0969502657379986	0.33588050607126835	0.2358879726876698	0.12323208182611003	0.15585030984643325	0.10464909635852274	0.12058957538843912	0.13551887444626745	0.11550195633903529	0.18372492360010165	0.2578961347559521	0.4481244286232342	0.24643501899563766	0.10406029564680834	0.15046081430864758	0.18475685828792088	0.32531101781636385	0.1582756223347644	0.14085136069759985	0.12967792980738152	0.16899719657212087	0.16682454640122218	0.17439408277873458
515rcbc454	0.34993986165182767	0.3468900841965616	0.3749394755399069	0.22075794165459142	0.2949781070232591	0.3255123516185844	0.0	0.3363554589023628	0.3859739035426302	0.26589679780417613	0.22610766246793265	0.34446559439108865	0.24932257481928083	0.3375724374439825	0.28452986676973485	0.41148915997629154	0.27870265969307323	0.3708784116478577	0.4652039079960401	0.3417783517285459	0.36459991183721624	0.3963782543394465	0.43613677651095456	0.4780935337522351	0.23662989631290257	0.4092530777653138	0.17574439310028156	0.1469473032007338	0.3319582753344101	0.4667046202657886	0.2353959143470646	0.3604196186782258	0.46105802737328744	0.3679970131307433	0.23909013773143442	0.446522404687663	0.3971213139662636	0.40722508997930956	0.3197603102440485	0.4031052300151421	0.18136256331024328	0.3579385551591121	0.49524482491847277	0.0974802900628962	0.3411016896343879	0.4352688413760706	0.46610970637775023	0.2781590611283088	0.3793135104298214	0.26180748339244125	0.43212321427109024	0.32327618088643534	0.19434412417415323	0.45021555345944875
515rcbc496	0.18691103927077649	0.2660056215554527	0.1819106297415622	0.3329309651077086	0.4527243197342284	0.11699532252501964	0.3363554589023628	0.0	0.22618676494054657	0.4328356597827377	0.3106960685651275	0.0636317131566445	0.31881580312502117	0.22378840798700098	0.08858561355164203	0.12200718945051589	0.23025116210563798	0.15129589945818003	0.19566541457374495	0.16859380060368526	0.1732484140607601	0.19557345716281407	0.24358098934221856	0.2068218301595052	0.1689872576267938	0.18058460284478797	0.2225687797172617	0.2723732061089804	0.18506175578212872	0.19822062942190388	0.14699777001666636	0.07595053079203012	0.3776688758324069	0.2984296360637961	0.13530681428953337	0.184782691379082	0.15339878300126486	0.1271601641386657	0.1313724000012504	0.1551802458552523	0.24044831747014786	0.352558434598412	0.5117624153140823	0.2654706310725768	0.18388781586632774	0.16559200392206128	0.19028491874323264	0.3976564926824554	0.2685039611541217	0.12692098743441974	0.16843490954406157	0.2573482208365762	0.2011166143686905	0.16346355949628763
515rcbc484	0.08796195939920644	0.13822353044206226	0.12198051323724636	0.21190071127230542	0.2417675265416102	0.14753831361628936	0.3859739035426302	0.22618676494054657	0.0	0.267387793081447	0.21873261121975407	0.24260875054744965	0.19110847461593927	0.1515376755279118	0.20682371443735462	0.22070482350664336	0.1621978381014764	0.17645407113746336	0.1482255198445543	0.12447675254202566	0.11894605450749586	0.14358426963463233	0.14158030351815534	0.26291508970897204	0.20854265888421794	0.15441344165679988	0.276094119104848	0.2716653081530336	0.17206150656498165	0.145916223016004	0.18772765963849974	0.2106375938988729	0.2634961766541322	0.1847499104966743	0.20354778983254332	0.22838360132532867	0.14338815818845385	0.20754367859450892	0.17760923423335112	0.1276468650731349	0.24360911617607506	0.14839356400477396	0.3308656678846318	0.316073757051717	0.13921464721554588	0.20975531184301904	0.24135380045517107	0.2852470251598098	0.19223947457502621	0.21996567836147302	0.14097960557975836	0.10945232492236122	0.22444665485352952	0.2585244097049251
515rcbc264	0.2844382705689366	0.2536800201267261	0.29235743325152236	0.11858785478810252	0.1383700849464003	0.33440359442292156	0.26589679780417613	0.4328356597827377	0.267387793081447	0.0	0.14760996565001294	0.4443392576978736	0.18313690440412894	0.2721865681836148	0.3901152160269628	0.4163206524203409	0.2332089677416222	0.3584660222741927	0.3561367537742786	0.28236643476610607	0.30137600303507117	0.31505394043127205	0.3105148406864536	0.43213709737546263	0.31625491180459825	0.33305510686308093	0.30710422480880495	0.23240985886163668	0.31632713203490537	0.35742736662212243	0.30658194061936983	0.4129144530755867	0.30142598141614146	0.24347277714125715	0.3333931249977566	0.3904132625389722	0.3392922837673512	0.3998839015572991	0.3511566941775705	0.33874739456906366	0.21107676053295785	0.17946549507077897	0.327353600672916	0.23864282842764473	0.29394868504706007	0.4009677787797525	0.4153084685606956	0.19211425075351266	0.28924345768307735	0.3674395295134366	0.34925152404065296	0.21665529154246294	0.2752835423300244	0.450689147517097
